,user_degree,avg_pop_choice,avg_aud_omni
iotaman,11.0,3750.7272727272725,25.807388636611822
scrutineer1,14.0,2167.285714285714,24.660748270258445
Kisomuro,4.0,1636.0,27.23925375325501
KerKertm,10.0,4615.8,24.87435500067344
username_tk,1.0,1438.0,25.28094575799722
anelli,11.0,1354.3636363636363,25.97609339207319
kianelyassi,7.0,2075.8571428571427,26.48456799253642
diigows,1.0,7093.0,21.984350768363175
yarden-d,1.0,7093.0,21.984350768363175
SIVES,1.0,8991.0,21.468802135468803
biddi,25.0,1564.44,25.060495097858453
DanielVilelax,1.0,281.0,19.939501779359432
Naorden,2.0,3327.5,25.178914944767982
deepsoul9275,42.0,2793.3571428571427,25.380297721812635
FelipeBazz,2.0,2799.0,24.70945857830916
Jayisonfire,1.0,11031.0,21.42534675006799
laiynus,1.0,8991.0,21.468802135468803
mike933,14.0,2302.9285714285716,23.99147550413076
jayall,2.0,1730.0,22.20544195255154
yanoosik,1.0,475.0,25.72
haloeighteen,4.0,3672.25,24.269312098841194
Bronalds,1.0,510.0,22.525490196078433
davidcernat,5.0,5784.6,24.594354150492478
klezmerpodcast,1.0,6040.0,25.357615894039736
gabrielle_1,3.0,5678.333333333333,25.25211942180205
Halkanelunk,2.0,3646.5,25.497552119760122
CuteRedPanda,3.0,6121.666666666667,22.250860992786897
MrJohnFisherman,1.0,4037.0,28.587565023532328
InsomniAP,9.0,3115.3333333333335,21.915168278677825
Maciasus,1.0,2853.0,27.19768664563617
esllyc,1.0,7093.0,21.984350768363175
CaNnAbisTMT,5.0,4108.2,24.26573970530133
madisp-,2.0,5437.0,25.865638739500053
Daniel_Green,44.0,3441.2727272727275,25.54103492676687
shinobi001,23.0,3067.086956521739,25.11474737740876
PerekPL,29.0,2007.0344827586207,24.77519273783644
GreatKukuruza,12.0,2721.0,26.336709675814145
topshelfrecords,3.0,2988.0,27.453430551155652
SergioHell,2.0,2656.5,27.278519492220358
whyvictorrr,2.0,5311.5,23.38296858531473
didierurayel,5.0,3538.4,23.421037001706118
musicrockro,15.0,2629.4,26.06920202074898
Pecatum,14.0,3059.785714285714,27.091796710727824
monk_dias,6.0,4849.5,22.376302748429367
Nik_Ivanz,2.0,605.0,23.429474956672156
leonardodms,1.0,281.0,19.939501779359432
yankito,2.0,1077.5,22.2449553027859
j_oey,4.0,3632.5,23.73350139273048
JhonatanR,2.0,3001.5,22.46402303397535
rowtst,20.0,857.0,23.331322881104082
natalia_comin,1.0,3233.0,25.203835446953295
Eddie_T_Head,15.0,2022.0666666666666,26.500460243436848
leonorpt,4.0,2432.0,24.58290955712043
scanteipealei,2.0,8715.5,22.448026660151463
Hawkryu,1.0,957.0,29.599791013584117
doppel-match,35.0,3512.9142857142856,26.151278903010258
happa11,2.0,2145.0,26.242553916246194
godfather911,22.0,4166.545454545455,26.427704034231795
bathilda,1.0,2874.0,25.478079331941544
kage24,3.0,1182.6666666666667,25.856816881130765
j0aquimgabriel,1.0,3660.0,27.184426229508198
plukeenbloem,4.0,3139.0,25.459717302432438
maltadawes,5.0,2328.4,25.107523197296093
Stavroghina,3.0,755.0,26.5702779841971
sr_mixto,4.0,3348.5,26.10057284395232
rewire_,4.0,5025.0,20.612277866356113
kraygmacsween,1.0,1417.0,29.901199717713478
dimj95,30.0,2367.233333333333,23.073061116624903
chromatorium,6.0,3383.3333333333335,24.087811327113112
Bac9H-686,47.0,2730.468085106383,26.65765930082878
Pelucheche_d,2.0,1862.5,25.553193810161705
Evercarly,1.0,8440.0,23.427251184834123
mas_senoj,3.0,2962.6666666666665,24.664509608382485
SICdrunk,1.0,2706.0,26.778640059127863
AngeloHue,1.0,4037.0,28.587565023532328
WaitingForMetal,20.0,3365.25,24.829849725385372
vinissal,7.0,1504.0,21.667578571268162
cainmac,14.0,3682.9285714285716,24.75758305528686
robci,3.0,3265.3333333333335,20.015023528391843
BackinNAM,4.0,3141.5,28.225144235908488
kraenk,9.0,3488.777777777778,25.013989373556317
weronayka,47.0,3554.872340425532,25.15085495558607
dreadful_alice,10.0,3524.5,26.925411619007427
unperrofeliz,1.0,2238.0,25.560321715817693
ChokoGrimm,15.0,4121.733333333334,23.977343947005522
CentroDelCosmos,6.0,2051.5,23.719745959950856
astro-stooge,3.0,4123.333333333333,23.922152840003932
OyarzoM,4.0,4213.0,26.37102148754084
gicer,21.0,3427.0,25.08980011981793
baeanna,1.0,782.0,10.847826086956522
Great-Deceiver,3.0,2363.0,25.387244682525864
CaptWhiffle,28.0,2209.3928571428573,24.817460263256788
sixthreeaura,10.0,2329.6,26.407798104408045
TheBurbonKid,3.0,5354.666666666667,25.980809860227424
callumshell1,3.0,336.6666666666667,21.32781284559324
acolyterizla,1.0,10274.0,23.076114463694765
fabiano182,23.0,1702.9130434782608,24.086177915800413
ProsaroteBrille,1.0,902.0,26.33037694013304
przecinek_88,4.0,3626.75,24.189152187892045
Sebbath-,8.0,2809.5,22.89416525872066
fistofan0077,25.0,4085.64,25.626785275855934
Lewis4,2.0,908.0,23.781113206229485
nikitenich,5.0,1649.2,20.070002172843882
rafa1696,3.0,2114.3333333333335,23.05415509694725
r_t_d_x,1.0,3641.0,20.410714285714285
LoveisInfinite,12.0,3516.0833333333335,25.50453093039356
BroODdeR,27.0,2826.6296296296296,26.15902972558771
zomignani,1.0,670.0,13.645739910313901
thespectrum,3.0,1302.3333333333333,24.757570922979383
davmat_,2.0,10011.0,21.447074442768397
asianxjay,7.0,3019.4285714285716,25.276159377941692
paulingarage,41.0,2813.1463414634145,26.627395660794015
apedap,6.0,2330.8333333333335,24.32876678028748
ThePierrasse,2.0,3044.5,27.530271654980552
tommygronlund,1.0,2729.0,27.676438255771345
TimeMan,3.0,4360.666666666667,26.213265764271302
imimmi,1.0,1928.0,28.446576763485478
BazG,28.0,4125.642857142857,25.660903722529884
neondreamer89,3.0,945.6666666666666,29.418614794041776
ShampooCell,1.0,2448.0,26.9281045751634
yokento,12.0,1750.8333333333333,25.07009213919028
rotting_soul,5.0,3969.6,25.12344314934892
Marcelo1533,4.0,4497.75,25.758258148596802
LilianaGMarques,5.0,7411.4,23.73010143018859
jedwinpp,1.0,2169.0,27.82803135085293
SweeneyBruna,1.0,5616.0,26.576566951566953
Krylatik,1.0,335.0,18.01194029850746
Pedxing,1.0,2071.0,22.426364075325928
SUPERJEFF6,1.0,670.0,13.645739910313901
smartyCaroline,6.0,5531.333333333333,25.695389226511598
sharonclaym,5.0,1909.8,21.336454305133305
thomazvictorR,15.0,1899.7333333333333,24.96124366884909
gradpa,10.0,2041.0,26.303529163568555
joe_arsenico,4.0,2111.0,26.46901591309574
airwickhaze,14.0,3383.8571428571427,25.433646404168133
Dalhedaren,41.0,2630.756097560976,26.230468670122963
teodor1998,27.0,3066.777777777778,24.754789842515077
Firzen777,4.0,3215.25,18.86886165847271
bimbadil,2.0,3237.0,22.47831725672699
MyLycanthropy,33.0,3107.969696969697,24.672509422699644
Talanski,1.0,5616.0,26.576566951566953
najgren,3.0,2499.6666666666665,27.542320419876642
scumfuckblues,1.0,175.0,23.69142857142857
zFn,6.0,2052.8333333333335,22.358370246204444
Mart1z,7.0,2876.4285714285716,22.758503094942117
Charlikos,22.0,3691.2727272727275,24.256974890176675
kehbfx,3.0,1142.3333333333333,19.230293561948418
maximbalabin,1.0,1445.0,26.78892733564014
liuuuc,31.0,3985.1935483870966,25.47123801052277
promise_mm,27.0,2684.259259259259,25.643861735047615
plippycountess,8.0,2195.125,22.594264105040413
nematanti,8.0,2697.375,27.57265194555397
I973er,5.0,5380.6,24.87020307381085
vyrukavickovany,7.0,1997.0,22.51431767686456
Dacobah,25.0,2311.72,24.693823379927448
Galeana,31.0,3203.3548387096776,25.491852478179524
Batiste369,30.0,2575.0,25.2545207373817
Hysteresis33,2.0,4589.5,24.92923244747748
rjvanamstel,1.0,339.0,26.896755162241888
sojasaus,15.0,1830.5333333333333,26.248351673381308
supersmashsteve,21.0,3932.7619047619046,24.610428598832517
yig,9.0,4263.111111111111,24.6801675109853
missxcx,2.0,945.0,20.613149978319
AndreiMenegaly,5.0,6597.6,22.38953618032723
KeithJones,19.0,2980.0,25.370876256279818
bau242,34.0,3373.264705882353,26.27388287072478
xdontyoufakeit,13.0,4068.846153846154,25.188018003774236
mysticsisterr,1.0,303.0,14.752475247524753
ZombieBrew,13.0,2213.3076923076924,27.61225190739949
Alvarezwar,2.0,3827.5,20.997513462473403
pihekahs,1.0,7093.0,21.984350768363175
proserpine_bm,2.0,4203.0,25.684724265292566
LauviahQLF,1.0,670.0,13.645739910313901
Fanatik_Priest,45.0,2778.511111111111,27.756859122654966
z1min,1.0,1178.0,24.0169779286927
Liekkion_Isku,22.0,1869.2727272727273,26.876725125969564
elvinmadamba,17.0,3074.9411764705883,24.45447776277923
AGM_Shikamaru,24.0,2845.2916666666665,25.924878521013103
aoizumi,34.0,3938.8529411764707,25.025293436113138
annierexia,5.0,6474.2,23.220313834582612
js_93,45.0,2902.1555555555556,26.157081180564717
Kordi3,4.0,6162.5,23.301000713579363
geekman94,7.0,2180.1428571428573,25.17182486283236
Motodrom,10.0,5638.6,23.532686759225335
Seik47SU,1.0,452.0,13.163716814159292
violentango,1.0,517.0,29.852998065764023
MheeaD,1.0,408.0,22.42892156862745
diegopz,4.0,8349.25,22.866520230358688
Darth_Abaddon,1.0,726.0,27.66115702479339
LAZY_GRAVE,1.0,2434.0,28.304026294165983
memphos,10.0,2984.5,24.387222178707884
patapon85,4.0,3292.0,27.00326752184321
canau,3.0,2420.0,28.051184739243975
alexmacwilliam,1.0,8991.0,21.468802135468803
welshbulb,1.0,5240.0,25.22977099236641
brunopdf,18.0,4776.333333333333,25.533177677770443
Kallunia,7.0,1206.142857142857,26.406281114691637
PNTRDNL,9.0,4255.444444444444,24.192721393184442
SrGLOBAL,6.0,3040.6666666666665,24.741180330886944
a7m,4.0,1379.75,23.63060079560612
exaybachay69,16.0,3176.5,25.780365528425822
donchicharron,2.0,3630.5,20.283842050848254
gazzpacho,1.0,790.0,29.18860759493671
herownsummer,4.0,2934.5,22.069087810771002
xiaoyouxi,2.0,5280.0,25.6989406903827
Infatuator,44.0,2731.3863636363635,26.662216165920782
AngelofHearts,2.0,6264.5,23.55646509733039
KaueCp,8.0,4493.25,25.703654070706353
kev10191,4.0,8309.75,22.957124282660644
heyitsyagirl,33.0,3397.818181818182,24.025773972756234
ascrodin,33.0,2993.878787878788,25.89517795796317
lilacfuture,2.0,8683.5,22.530232616028968
bestttgirl,3.0,6142.666666666667,23.666400757528578
K1NG_K3V1N,11.0,1718.5454545454545,26.642138371188356
boyhood_bravery,24.0,4083.5833333333335,24.909729370607987
MichaelDotNet,32.0,3635.28125,25.391993169943895
panda-meloman,1.0,181.0,23.337016574585636
sutiawanputra,2.0,1719.0,27.116526508769454
timashkov,7.0,3434.8571428571427,27.163772828221337
Clivednb,4.0,3063.25,23.840245260476248
adrianoinacio,1.0,3917.0,25.21802399795762
mooniswidowed,3.0,1933.6666666666667,24.32106254938061
Ylvain,1.0,3039.0,28.862125699243173
dpaul007,29.0,2768.551724137931,26.158624226699157
juxticekillz,41.0,3110.8048780487807,24.77710788308735
VenOmaX666,1.0,5262.0,24.64044089699734
baardlord,10.0,2287.8,28.725004459157436
sicksadworldd,3.0,901.3333333333334,22.60756353160339
keyak,9.0,2710.222222222222,25.570466607162412
Xlejandro,1.0,168.0,18.583333333333332
tapdig,2.0,2786.0,26.803706148850658
CucumberHorse,31.0,2926.7419354838707,23.720066951956028
vgoncalves,1.0,3660.0,27.184426229508198
Grodius,12.0,3589.0,23.554285659742252
Motter,14.0,3765.214285714286,25.062738891707017
slumen,1.0,3144.0,26.729007633587788
RxCKMYWORLD,2.0,5775.0,21.409378801390584
BrunoKaelum,1.0,193.0,14.336787564766839
emotionriot,1.0,5015.0,25.510468594217347
moxiegirl,24.0,3752.2083333333335,25.101505731828578
llex,4.0,2860.25,26.114277121640793
like_a_ghost,4.0,1543.25,25.435366519015176
aleixa,18.0,3989.0555555555557,23.73768173841678
krzmig,8.0,2857.5,24.566304834368367
pofen,1.0,3132.0,28.00925925925926
Deluxone,39.0,1946.7179487179487,26.557412079690632
CocaineMummy,24.0,3046.75,25.981114185591167
bereshith,3.0,2098.0,28.104737404210486
empty_nikitos,4.0,1203.0,26.048330058588796
juanma_nodoubt,7.0,2956.285714285714,24.528035882393148
Pickleccine,2.0,8577.5,24.187672113405295
Alternativshik6,4.0,2682.25,27.044064067577555
andreluisfonk,38.0,2406.7894736842104,26.875531002630414
sturt666,5.0,3116.4,25.888796480199932
theusual_,2.0,2266.0,25.107989106254692
AnchikA,5.0,2106.2,26.92848045871417
kevd321,1.0,8991.0,21.468802135468803
Emberstorm,2.0,4826.5,27.58206598754964
tigerbm,4.0,3804.75,24.04171575880343
esemarte,12.0,5637.0,23.93895930863115
Gesbleg,3.0,4116.333333333333,25.9551191346924
BarroCoo,19.0,2714.4736842105262,25.736871469417643
huffy,1.0,247.0,26.874493927125506
musicdrifter,13.0,2857.076923076923,25.0726209594702
Mr_Smithee,35.0,3522.3714285714286,25.83468716507258
Sinestesica,2.0,4328.0,22.960591439965818
birdlines,49.0,3319.612244897959,26.212993309186047
rifatattamimi,4.0,3798.75,22.70235820193964
quiet_see,5.0,1110.0,18.615249293027635
lucaslaska,3.0,5518.666666666667,22.172753043318355
yhtnwaz,4.0,855.0,25.15771758747673
fluffylove,8.0,3669.25,24.36088279653161
jinkiesscoob_,1.0,2071.0,22.426364075325928
Darkfunkman,3.0,4176.333333333333,24.561831845125138
killcast,3.0,2066.6666666666665,28.41969920447175
Pipthepixie,1.0,2812.0,27.61806543385491
lock_aes,6.0,2418.8333333333335,27.378879845588312
GoGreen,6.0,1946.6666666666667,25.624859856768413
lowfideliter,2.0,6654.0,25.264053966667607
misery_faded,8.0,4820.125,26.130800984958256
wiltedroses,41.0,3585.4634146341464,24.6495662200591
Mjestic,13.0,3391.769230769231,26.37605980135543
LychardFlowers,1.0,3233.0,25.203835446953295
kblinx,5.0,2877.0,25.870806979827552
Laerkal,5.0,4450.8,26.45825103630324
dermotohalloran,3.0,2749.3333333333335,25.703462314607055
sekarblas,2.0,2946.0,27.372235932323974
enjin_design,4.0,4666.0,23.898141992284017
meta_desu,2.0,6149.5,24.30166225274045
elvenhome,18.0,5019.222222222223,25.525842151645847
CoucouLesBaraki,10.0,3014.5,25.32065190550107
immaspaceman,14.0,3446.1428571428573,23.281175494842554
leafnode,2.0,1259.5,24.805009696438905
undo,12.0,2782.5833333333335,26.56426359049109
ia101na,7.0,2126.285714285714,24.16224916736846
Iam_Doll_Parts,44.0,2575.2045454545455,27.058823217977285
TheBlackRaVen,2.0,2110.0,23.651662766350533
Annakai,1.0,5262.0,24.64044089699734
Matt_293,2.0,2846.0,28.062112344177564
anderen_by,5.0,3622.2,25.299123498855085
yurizalee,4.0,4636.0,24.875824934009003
alkahook,5.0,3181.0,24.97497113427152
Resheph38,21.0,2590.4761904761904,26.377565464544713
tophetteraphim,20.0,2002.05,25.431912885258146
Jini2610,8.0,2937.125,23.67381258977502
dek_atha,38.0,3514.6315789473683,24.742364984658813
MaDucAnh,1.0,1559.0,24.662604233483002
DrSuesbigpimpin,5.0,4186.2,24.6430492479759
AngieLeQ,13.0,2163.3076923076924,24.434778227017127
mixedblessing,29.0,3380.9310344827586,26.228576825614724
PaulSteelheart,5.0,3314.4,27.36559223627187
kartden,40.0,2952.925,26.37340158476606
phylloxr,1.0,2392.0,28.165133779264213
RileyisSmiley,3.0,3084.6666666666665,25.41675595480068
Andru1990,47.0,3219.6382978723404,27.13449396002266
debby_campos,6.0,3211.8333333333335,23.92540525640827
txhxt,3.0,2732.0,26.092823930239245
Better_Stranger,6.0,5535.666666666667,24.404828127328457
UglyAcid,5.0,2333.8,27.351005763636834
Firgat,3.0,2221.3333333333335,25.212555775022363
Kertalaaki,34.0,2722.0,27.218378571644468
augusts,7.0,2389.8571428571427,26.96704732830279
SceneryAllDrawn,3.0,2552.3333333333335,25.866728237414446
magdaakornelia,7.0,5109.571428571428,24.91615247385754
alfred_aswe,5.0,3853.8,24.81556356145907
zickzackzuck,1.0,1591.0,24.59333752357008
coma-black,28.0,4126.392857142857,25.415664109660174
LetsFallAway,1.0,2068.0,24.637330754352032
evilgoatbob,4.0,2616.0,25.003308755343326
AxlRob,19.0,2371.0526315789475,25.92109832672991
melgust,1.0,1784.0,27.111547085201792
dardar227,2.0,1418.5,24.562064104850727
Hiatteus,2.0,1598.5,27.692975863934915
neinboy,6.0,3140.8333333333335,23.295345830220995
PedroMo88,5.0,2151.2,19.794720010104644
Klinta-LV,22.0,2524.8636363636365,26.64364759780741
Parissimad,1.0,1751.0,28.045117075956597
jaimeadrian18,17.0,3428.1176470588234,24.37587556193661
rraptorrpl,17.0,2116.0,28.648902691515115
Warlord73,2.0,3662.5,28.09221626199887
AntoxaM,22.0,3568.9545454545455,26.549550030931083
arcticlime,1.0,538.0,25.522304832713754
edsonjonathanof,5.0,2211.6,20.46870327931334
goawaynixty,8.0,1336.625,25.565211299068714
mayaraneris,19.0,2777.3684210526317,22.998568099175476
ChristeneR,3.0,1976.3333333333333,27.7639088466773
Dimitrovskill,16.0,2557.8125,24.454545377129968
mvikred,31.0,1930.5806451612902,28.19362071811497
hexedmagica,36.0,3217.722222222222,26.44755164074047
zeromancer2209,7.0,2711.1428571428573,26.742111509456237
Scottie001,24.0,4017.7083333333335,26.788416257520776
robert_rude,2.0,1394.0,25.022832043842683
MaCo4,6.0,6725.5,24.89230729751584
RO5SI,4.0,2493.75,25.71559161463128
Outnuendo,40.0,2855.55,26.68428638126192
djayodjayo,3.0,3074.0,27.570452422746886
lekosadangel,1.0,596.0,18.9748322147651
vitorsouto,21.0,4173.761904761905,25.112016895588937
sadistikritez,4.0,1173.75,17.583982186117062
Andy_-,23.0,3619.086956521739,26.133947951810722
crowcelldrummer,5.0,2871.6,27.551168427964207
mista_k,48.0,3239.625,25.45911479849168
whoawhoami,4.0,2765.25,27.362043416228303
TsunamiCD,14.0,3343.3571428571427,25.478617837571395
algierzg,11.0,3512.4545454545455,26.66591856608187
maceasa,1.0,4063.0,26.201082943637704
TeamMango,10.0,3818.5,23.42334220346035
margotbtr,2.0,2672.5,21.700368879946346
drath,31.0,2916.5806451612902,25.233956500483842
_ashkan_,30.0,3409.5666666666666,25.86906106781016
neonraver,1.0,1591.0,24.59333752357008
coheed911,3.0,4153.666666666667,25.27927364890026
son-of-butcher,4.0,1437.75,27.662031561019987
monsieur_roboto,5.0,1350.6,25.266372633492786
El_Porny,10.0,4365.8,26.039665823849028
nikita_nara,1.0,3631.0,24.606169099421646
julioferiato,4.0,1490.75,28.4653677730645
LenweBlackwing,13.0,1465.1538461538462,27.618096758163635
thallyago,2.0,503.5,16.908357487922704
daniloferr,7.0,1486.2857142857142,25.55860090821027
Shaiit,47.0,3440.1063829787236,27.29085463152328
Scary_Dammit,32.0,2542.3125,25.885552072010995
kitsunee,10.0,3054.0,25.63948893558888
julia-,28.0,3136.285714285714,25.481063849997742
caviarrr_,2.0,1687.5,25.197584667698223
baessagomes0,2.0,2614.0,28.202833836288193
fran0,13.0,4137.615384615385,24.67137619109549
jonb531,4.0,2580.75,20.850926090316655
Igaunija,8.0,3437.75,24.95831460998018
xzlukab,1.0,4037.0,28.587565023532328
Mukituki,7.0,2362.285714285714,24.522731688469015
Lamby90,12.0,1257.0,27.92861939603989
Sgt-Penguin,8.0,2634.5,25.66932237995904
DeeSpair,6.0,2315.3333333333335,23.816638523110417
nielsmooij,10.0,3060.0,22.706688554837065
MAspiderface,5.0,6917.0,23.792823560909916
Peachmoonpub,2.0,342.5,24.950275004130965
Mr_Misantropo,2.0,6108.0,25.590065470776324
Spacko2108,4.0,4712.5,25.757348505100477
iamtheangryson,13.0,3822.3846153846152,25.79817513488092
Oxmark,3.0,2141.6666666666665,25.985624256108565
Ezzulia,7.0,3201.285714285714,25.275536499305264
ThisIsDespair,2.0,2024.5,21.212710084033613
heartcore20008,10.0,1786.1,27.168078779834627
Slimda,1.0,3039.0,28.862125699243173
AniMonne,48.0,3317.4791666666665,26.586045274458627
Napalm-Death,3.0,2271.3333333333335,28.456004413765125
berong1991,2.0,3813.0,20.891800149660014
Varpoxan,12.0,3361.9166666666665,27.026480049418325
oCrayon,6.0,2421.6666666666665,25.650939499773752
anandafarro,5.0,6232.0,22.242570439494187
kevivinho,1.0,2071.0,22.426364075325928
miki49,5.0,4192.8,25.72648625125757
hat666,6.0,1861.6666666666667,24.206935920333525
szponovic,5.0,1135.8,25.745725727018435
zunyisui,17.0,2616.0,25.49835790915039
maddmadders,11.0,4019.5454545454545,24.561116894029215
imloas,4.0,5889.0,24.30642327056445
abstractor13,3.0,5081.333333333333,24.610364530594044
Bound2Fate,45.0,3177.8444444444444,26.820674358244727
tikal30,31.0,3629.1612903225805,25.847064594665188
astraldisaster1,44.0,3447.840909090909,26.058872292577767
yisus_adrian,1.0,5056.0,26.870253164556964
LisaXD,16.0,3784.9375,24.89529895960328
asica__,30.0,4150.633333333333,26.638083962999566
blaese,21.0,3352.7619047619046,25.21071295392863
wolvesdan,2.0,2790.0,27.20732147511859
garik1985,11.0,3029.818181818182,23.041912457841928
tjeffs,3.0,6134.0,26.02000078516131
HekatesDog,3.0,1849.0,26.393610667785538
phoiz,3.0,4871.666666666667,26.702796864678536
noble-vessel,8.0,1608.875,21.51957388221527
evil-even,7.0,2800.714285714286,25.467000540030536
riingtone,1.0,6881.0,25.299229763115825
ebobnar,2.0,1568.5,25.052679912199398
Joseph-Merrick,2.0,222.5,25.913025280428595
Deezovich,14.0,3155.1428571428573,24.941131106425328
SuperGranToro,22.0,3962.7272727272725,25.891051551791232
freekstyle,3.0,1629.6666666666667,25.28316930674175
MrMooGert,3.0,2414.6666666666665,26.422222050893254
ATKaleo,22.0,2319.7272727272725,27.80233504842438
macuilxochitl,41.0,3504.8536585365855,25.63103117761993
arkin,1.0,6040.0,25.357615894039736
ricardogorgulho,16.0,3508.8125,24.53667616474337
TheHapacalypse,38.0,2433.157894736842,24.96796948205278
subetha,26.0,2117.0384615384614,24.733105808379158
mashkaanime,1.0,8991.0,21.468802135468803
hermesacosta,11.0,1927.6363636363637,22.20466474094252
Energiekugel,2.0,1123.5,23.542129064326854
Lyami4,5.0,5804.0,24.406700296801908
Kimerio,4.0,5910.5,25.300086630038916
CCCLXIXHXGRM,9.0,3126.222222222222,26.25181770944188
Taenyistrue,3.0,2380.0,20.951789075851263
Omri2453,1.0,5015.0,25.510468594217347
panDerecki,4.0,1544.75,26.96770447235241
Athlon-,14.0,3372.0714285714284,26.451393118691175
TeoriaMetalica,26.0,2466.4615384615386,24.594542502879868
prayvolution,7.0,2676.4285714285716,25.68978656812165
mehiainen,6.0,2266.5,24.0409604360344
Nhal,1.0,167.0,25.395209580838323
karmasangye,1.0,2706.0,26.778640059127863
Danpanman4,2.0,656.5,26.208020835197882
cockot,13.0,3206.6923076923076,27.315105291702363
Himmeta_as,10.0,3538.1,26.313904568426523
xtryhard420,1.0,5784.0,22.434895383019196
Woaaw,8.0,1743.375,27.080188190598474
gABBY25,2.0,9735.5,22.426298967451057
darksilhouettes,48.0,2541.5625,27.298419089330732
discordianfish,3.0,2673.3333333333335,24.30295555087344
n1ght_ev1l,3.0,3431.6666666666665,27.05250790920387
dadababa,32.0,1881.25,24.454969520081974
marcelomfortes,16.0,3107.9375,25.41491869093264
Cup_Of_Blood,1.0,2240.0,25.786160714285714
ItaloMol,6.0,3232.5,28.227625148919497
lookatthestar,17.0,4352.176470588235,24.59152874182217
X-Antony,7.0,2111.285714285714,26.396311427382447
HurtMyselfToday,11.0,4100.454545454545,23.903265809043067
Captain_ent,7.0,1511.2857142857142,25.287736032422846
psotnicki,28.0,2163.3928571428573,26.189544593356448
mort11s,13.0,1767.5384615384614,26.085595111336684
VN1X,6.0,1857.5,24.464022755403196
dudaklaus,5.0,1985.4,28.439335847327335
rabbitkillrun,1.0,408.0,26.100490196078432
BaneOFF,7.0,5874.428571428572,23.47714958690613
PontiaDaplidice,2.0,1111.5,27.72683328823399
vmsl,8.0,812.75,22.14651665975744
boothy443,1.0,247.0,21.939271255060728
anastasiacaras,3.0,3130.0,25.511210633398424
amidj,28.0,2678.1428571428573,25.36581817902509
saintbr,5.0,3070.4,25.82090163879741
nogizakas,3.0,1968.3333333333333,21.239302458861417
Brokulli,3.0,6981.0,23.490237354198587
mondotek,11.0,3015.6363636363635,24.240924513110407
Zelda7,49.0,2716.5714285714284,27.469078725052228
ndoi,7.0,4407.428571428572,24.77062222470899
Brionac,6.0,4807.166666666667,23.99908973570139
dobbyrocketship,5.0,3058.4,22.670081824440274
SfromL,6.0,2695.5,25.6251627476499
MotalaLennart,7.0,2179.4285714285716,25.618457899556176
Ayami-hime,5.0,5834.4,22.08352322981097
Vick207,4.0,7051.25,23.495538414828555
CavecrashX,3.0,4521.333333333333,24.48326283411062
EmersonSolizgd,1.0,8991.0,21.468802135468803
Soikku123,2.0,1375.0,24.155825455182075
neothing,50.0,2698.88,27.067838062688782
pokopokopik0tan,8.0,2197.25,24.709446165480728
terrawattshock,32.0,2999.5,26.25182307549767
anahata86,1.0,1032.0,24.063953488372093
weimarrepublic,3.0,1762.3333333333333,26.809515588947416
franharrington,4.0,3146.5,26.02446934317191
peskat,23.0,3116.391304347826,27.707912997143673
segaroxinol,8.0,3215.75,25.530161483735863
dirtypav,4.0,5241.25,25.778343874722882
topsyturviness,3.0,4774.666666666667,26.40764156317137
snipsnip,2.0,6989.5,25.04021647611189
BtownMusic,21.0,4495.380952380952,24.279659048278294
fabrianooo,2.0,3495.5,26.637444034161504
Xerces275,23.0,2690.9565217391305,26.67913393605103
iagon,4.0,7934.75,23.440969486619277
chromaa,27.0,3059.814814814815,24.86114590678887
adoleti,8.0,4872.875,23.80429327274247
SatanicPanzer,12.0,2219.9166666666665,27.488690223177645
paradoxodarap,6.0,4238.5,23.97136116908681
olasbolas,1.0,1591.0,24.59333752357008
rockandrolle,14.0,4312.857142857143,23.689546353982962
ScarsOfTomorrow,19.0,2172.684210526316,26.647434279718727
dzejson1,5.0,4803.8,26.95266490012752
StitchWitch,2.0,3145.0,26.419812144829493
steff8000,3.0,2392.6666666666665,26.88455311224909
karljamm,16.0,3243.875,25.004619301748917
Mimli_92,27.0,4417.074074074074,26.15211216554444
TwoOwls,25.0,2237.48,25.68593102005312
michna,47.0,3314.9148936170213,26.22830052507374
jchmp,1.0,2812.0,27.61806543385491
Waldpoesie,17.0,2841.4117647058824,26.08310428650437
Shaddy,31.0,1858.0,27.13261226051026
noyearplan,4.0,7285.25,23.991371248432866
urururururururu,1.0,3660.0,27.184426229508198
bigblackmonkey,2.0,659.0,24.41887566033273
XlReznolX,6.0,2992.3333333333335,26.4190224158778
Max_Asshole,1.0,3917.0,25.21802399795762
PissedJeans,46.0,3373.3695652173915,25.54706400753346
totalnuclear,4.0,2296.25,25.230831025345605
Porii,38.0,3442.7105263157896,25.92183292924405
baby_woodrose,6.0,2085.8333333333335,26.20814221702584
idea-s,5.0,5515.4,22.47101068679865
nkcxy,1.0,1704.0,22.990023474178404
JimPanse_,2.0,6277.5,23.18777226911174
FreddyBlackJack,2.0,542.5,16.077378390012914
brother_koala,5.0,3800.4,24.23503405174761
minor_tom,5.0,5246.8,24.98595854943867
lunar1126,9.0,3486.0,26.494050651565075
audriusk,36.0,2793.3888888888887,25.21014719116537
jonnammoi,5.0,6999.8,23.78379777324215
2814-6890,8.0,3202.5,26.292274908743973
bossponkan,16.0,2487.6875,26.971392017758458
gorecki_md,2.0,2069.0,27.239980047073814
Vulpike,2.0,850.5,28.27923331933929
Kigai_Player,1.0,196.0,22.79591836734694
