,r_user_degree,r_avg_pop_choice,r_avg_aud_omni
rafaeldadalto,20.0,3578.0625,25.87403059115026
Weibsteufel,37.0,3775.8846153846152,25.579759001715043
rsmrnpnn,7.0,2207.0,26.79627504201673
unclerandy1969,1.0,269.0,24.936363636363637
MOHAXA,3.0,4555.666666666667,25.075515708360655
aimango_fm,27.0,3160.5,26.009787364309755
mwchurst,19.0,3826.25,25.61274403793511
larsatomica,2.0,2303.0,26.6792088521461
bialawrona,4.0,3058.0,26.255779567338966
DarthPorto,2.0,3331.0,25.80390899645169
ichbinbored,1.0,819.0,26.799638989169676
Keytar-Hero,38.0,3413.266666666667,25.949984421570047
yavanna115,4.0,1457.3333333333333,27.002636022846502
Chumsicles,38.0,3070.4242424242425,26.044756617621733
DMMeF,35.0,3856.16,25.55797986104647
Tulcon,2.0,3178.0,26.499225451034224
crannk,32.0,3527.8387096774195,25.883064038726097
duygukaradag,7.0,1348.7142857142858,26.806557353955263
Luoui,4.0,6250.333333333333,24.23576139012488
_Raagoon_,37.0,2740.4444444444443,26.31853155170625
homis,11.0,3563.909090909091,25.628450445731417
LorranCipriano,5.0,2316.6,26.52482485560167
MacKordian,25.0,4444.529411764706,25.121235931879614
Lalainee,19.0,3994.9375,25.52857497540483
Ross7,2.0,1275.5,27.182878598967175
Bilgey,10.0,3413.714285714286,25.819598312377984
-LPS-,6.0,4824.666666666667,24.765260058500377
jozzlwow,3.0,7709.0,23.426707241497375
Fatal_Enigma,15.0,4871.166666666667,24.94751962074723
pfancsi92,3.0,4107.0,25.445133680389585
SWQ36,1.0,5056.0,24.85747863247863
LastInBlackList,34.0,3320.4,26.13753251740475
ferdiural,1.0,260.0,27.025862068965516
IceBlueEyes,5.0,3187.0,26.173677784299635
herrnenne,1.0,8991.0,22.719120725750173
x--Lilly--x,1.0,303.0,26.273333333333333
Caco-Daemon,22.0,3457.0555555555557,25.839220180890507
gusnroses6,1.0,3195.0,25.730538922155688
Matt_2k34,1.0,4935.0,25.089591567852437
RatedNC-17,8.0,1965.0,26.33319045325956
Incinerator666,2.0,2246.0,26.381887231045987
Leu_,8.0,3741.5,25.628328273261616
Casper4444,31.0,3819.8,25.61069116744118
SmilesanElectro,47.0,3287.037037037037,25.866222323816892
LuciferBathory,27.0,2889.809523809524,26.043542883523884
Pellkoppf,23.0,4373.823529411765,25.42218172421085
shruikan966,50.0,3618.4117647058824,25.69071703535042
pjmihyo,1.0,800.0,27.56697247706422
wnalyd,1.0,1799.0,26.572696245733788
Zeldadaft96,8.0,2796.8333333333335,25.950228673156847
xraul,30.0,4034.8260869565215,25.44884570942041
AmicusVitae,26.0,3459.904761904762,25.78919003085834
filipebocao,15.0,3407.4545454545455,25.989400878345236
DstrDanny,1.0,11031.0,21.538475993610824
lukekurtis,15.0,4079.6,25.405340233339736
feltgrape,29.0,2953.076923076923,26.047879990737968
blueamerican4,32.0,3007.8260869565215,26.073027402842843
mah86400,6.0,5143.0,24.864056045899677
pfvasconcellos,3.0,1768.6666666666667,26.962193363807817
SanguineElf,1.0,6881.0,23.663337430854334
electro_maury,6.0,5181.333333333333,25.075897676071694
endue,21.0,3761.1052631578946,25.6988103999302
fmmatthew,6.0,3230.2,26.07010759401644
Metal4ever88,8.0,3690.0,25.759019886921486
krecc,2.0,3020.0,26.23922644766933
Verons,3.0,8991.0,22.719120725750173
creatonez,1.0,11031.0,21.538475993610824
mrtastycakes,1.0,9433.0,22.397634313508732
evertinho013,3.0,464.0,27.171875
Gangstera,38.0,3085.7586206896553,26.133373039050056
Deus_ex-Machina,1.0,5616.0,24.578053435114505
georgebounacos,26.0,2781.235294117647,26.349489124815207
JonnyGreenwood,5.0,5150.0,24.996000323407205
Afangefel,33.0,2557.5172413793102,26.416267592014385
Drake_Rubicon,5.0,4291.0,25.23962669041602
ReasonToBelieve,3.0,1677.3333333333333,26.298819271542886
itwassoclear,4.0,1758.6666666666667,26.8590899466944
misswired,2.0,4350.0,24.93274469907903
wilzilla,2.0,8440.0,22.839627329192545
ana33108,22.0,3005.4736842105262,26.1497676913681
Prosiak666,4.0,5348.25,24.879781561235347
seanmadsen,2.0,2386.0,26.517063484212372
empty1989,4.0,5554.75,24.676445026084842
biolo_gi,3.0,5599.666666666667,24.766366063640078
PetaHC,3.0,2754.3333333333335,26.273201376087496
sassyliker2d2,1.0,11031.0,21.538475993610824
bram_van_kooten,2.0,4318.5,25.14114273668047
jazz_woman,21.0,3758.6666666666665,25.94053239712293
CryingQueen,1.0,790.0,25.861742424242426
Estreindre,3.0,1832.5,26.504940686079912
nastradamus84,34.0,3510.653846153846,25.78127950951039
Billy45,3.0,5256.0,24.53513391015271
YINGYINGPANG,20.0,5344.071428571428,24.6369200420252
tadeusrox,4.0,3474.0,25.77004875504984
niewidoczny,3.0,8440.0,22.839627329192545
wogyac,8.0,2139.0,26.39716668485651
Marcellofran,7.0,5492.25,24.696640384177403
gabriel_sk8er,2.0,2189.5,26.33263181133561
stan_da_lada,32.0,3511.8333333333335,25.794491834725253
jessycamattos,47.0,2754.1315789473683,26.149640281216872
Magayne426,2.0,2538.5,26.30956471808054
PauloVictor_,3.0,5809.0,24.144955043975344
peregrind,6.0,4153.8,25.494399703669888
yarmiychuk,17.0,3580.3076923076924,25.787566198519293
ricotijsen,10.0,5901.571428571428,24.203787093285364
sonesu,43.0,2845.6857142857143,25.94770512267204
edcox,33.0,2523.3076923076924,26.445726556659718
BlueTiger84,2.0,2084.0,26.641624632385707
Solus-,1.0,2434.0,26.35240820219361
ichitkiller,2.0,2640.5,26.432095513391438
djuro_xl,4.0,516.0,26.61198738170347
Krigorn,19.0,4193.928571428572,25.46675848363413
LaShagoffSt,7.0,2173.714285714286,26.527925473686018
Iceferno,10.0,3836.1666666666665,25.331289530873836
special_m,9.0,2094.0,26.557865947155975
mr_jester_tear,44.0,3237.4285714285716,25.91966426748578
Joeypx,1.0,780.0,26.267441860465116
Nataly_V,3.0,5312.666666666667,24.65507098080937
All_Alone925,7.0,2222.0,26.340667968599316
Darkchef,39.0,3250.1612903225805,26.02085645842664
lenotti,2.0,6537.0,24.18039450145595
Sam0pezzz,16.0,2256.181818181818,26.60837382398886
Kulus62,4.0,3149.5,26.252914179078715
staticsid,2.0,3480.5,26.701332182136667
HotJon,2.0,2295.0,26.595077142162836
GoatmealCrisp,7.0,3322.1666666666665,26.10229148056665
xmag,28.0,2695.72,26.304598241426994
like-herod,1.0,8440.0,22.839627329192545
pdrocavalcanti,4.0,3563.6666666666665,25.924574715565225
AlexGandin,1.0,4030.0,25.61872270742358
boardstupid,25.0,3307.3,26.012124783598075
anneette,23.0,3837.125,25.568242613216572
NARHALLE,2.0,5262.0,24.71641791044776
sweetgravity,1.0,3705.0,25.979372197309416
LastSamuray,16.0,2924.0,26.2871129224797
Daniel-Freelove,4.0,2895.5,26.15757205837943
VoG,19.0,3354.8888888888887,25.83319290070296
Rjscheuerle,27.0,2872.0,26.162467969385553
crushed_candy,24.0,3212.8,26.10251239831593
Cysquatch193,49.0,2885.595744680851,26.19837521128161
XCellsior,5.0,6392.25,24.362113657190783
Takkak,3.0,5436.333333333333,24.752658744729306
Obscure_Thing,2.0,5455.5,24.641030069138957
baskua,1.0,2068.0,26.345664739884395
AbneRFenty,14.0,5019.4,24.83398133265344
punkidu,29.0,3949.5263157894738,25.48965294947751
Hankman1975,2.0,2688.5,26.17810228651571
langers73,8.0,3544.0,25.88767001974994
diigows,2.0,8440.0,22.839627329192545
moley75,21.0,3549.75,25.786072848364043
Glorfindel5,32.0,3505.75,25.791329509178578
rumpnisse,1.0,785.0,27.284046692607003
LuciaKH,3.0,4976.5,24.66628291017902
Podolski87,25.0,3595.7368421052633,25.61759361349741
jeffbyrnes,21.0,3436.6875,25.80170565850955
Toniscael,19.0,3546.529411764706,25.931183122905757
Shurow,9.0,5500.571428571428,24.521169233906807
Rowan,26.0,3517.818181818182,25.791575476378682
nukumi,16.0,2698.75,26.257764541650573
CocoDeux,2.0,6017.5,24.34310163316905
Arieelle,4.0,2003.6666666666667,26.817983602984597
BlindGuard1618,45.0,2815.3823529411766,26.252990496068076
cursive_pulse,1.0,2278.0,26.662724935732648
faizalnurizal,3.0,1767.5,26.37247357380825
itishere,8.0,4143.833333333333,25.29924360319941
Brudaz,8.0,4690.428571428572,25.286226063208407
Steginator,35.0,3208.84,26.10102570538963
Brozbery,44.0,3536.0588235294117,25.809898656857523
JonasGenz,4.0,4063.25,25.4259831940057
lucasjsdmf,1.0,9433.0,22.397634313508732
EnemyScoot,7.0,3618.0,25.69953319686865
SoSoGay90,5.0,4307.0,25.260708356572263
LuVi,15.0,5584.818181818182,24.615703489155543
sepruda,8.0,3135.625,25.874198498734216
alexisbea,37.0,2400.0,26.444047262349063
brooksblack75,8.0,3712.8571428571427,25.569323807362668
NamelessHomeles,15.0,4689.0,25.213858761690297
Brionac,6.0,3582.0,25.775695933192925
Chaos_Weaver,6.0,6813.2,23.914960771242857
doppel-match,41.0,3203.8064516129034,26.01732091196386
Lucho_Zeppelin,46.0,3151.769230769231,26.077777680392735
Saveli,7.0,4606.5,25.04813106229837
qingying1989,41.0,2874.264705882353,26.057399751588825
kazumatsu,6.0,3454.6666666666665,25.71482562545987
armando-martins,14.0,3712.3,25.49997698073432
hacker_linux,3.0,2903.0,25.90390148444783
Enthroner,7.0,4441.166666666667,25.32740521351781
leandrolips,1.0,3132.0,25.849295265630648
xadikx,3.0,4749.0,25.224904797560914
xiaozhvn,16.0,3945.266666666667,25.501279130469396
w0rldAroundMe,10.0,5278.25,24.683286743698226
luanamorkay,19.0,4598.3125,24.95633842156152
M_Vreidson,38.0,3461.25,25.774991941638966
lunarwing,43.0,3154.3142857142857,26.050941636994107
pulkownik_mrz,34.0,3378.7241379310344,25.836794719570467
ShiniShami,3.0,4923.5,24.962816177740223
onnovdw,2.0,1010.0,27.247992892700925
scaacacsc,11.0,3482.1,25.738997472524016
Knoddus,4.0,1840.0,27.63884146397283
annedt,2.0,5051.5,24.820716066584538
lbtnet,8.0,4787.333333333333,25.182067938957942
The_Smoothness,12.0,3298.7,25.77669558213941
aarthur_,1.0,1306.0,27.651162790697676
GoodBye1,1.0,4520.0,24.986724595703595
LastPallbearer,1.0,2135.0,26.2853170189099
Prince-of-lies,50.0,3215.6923076923076,25.951173497933834
jhimbob,19.0,3566.3125,25.809667018361637
afmg24,2.0,2347.5,26.18323416323051
leszekthewhite,5.0,4405.5,25.5402457351844
tarikaltug,4.0,3039.0,26.62635311683464
lownotes42,1.0,11031.0,21.538475993610824
UncouthYouth,6.0,5724.0,24.557361718487343
harshanbhardwaj,18.0,3965.6363636363635,25.274012912721073
nr1killabee,17.0,2650.714285714286,26.30122861239784
rafabarufa,2.0,689.0,28.548098434004473
MrReimar,45.0,3425.3333333333335,25.872775160321133
PedroH508,1.0,11031.0,21.538475993610824
alanizmarcos,15.0,4020.777777777778,25.44651089421779
Inhuman_595,39.0,3278.4375,26.0987254436991
AdamFirst,3.0,4058.0,25.375957896315683
mattpooleKJ,3.0,3704.5,25.695103284874826
samantharose69,1.0,1732.0,26.339957416607522
bangtanpie,5.0,4328.4,25.24015138904311
Split_Kao,4.0,2812.5,26.483426224932654
k9999999,2.0,5496.0,24.638527767686842
iamaxis,9.0,6614.666666666667,24.056515367751334
paisthereason,7.0,1506.2,26.569404153210048
eggcute,19.0,3785.6111111111113,25.72221127720142
Tiago_Nobre,2.0,1396.0,26.823260073260073
ricometa,4.0,4749.0,25.46200470144818
sibhip,9.0,3732.125,25.837001016058462
Asmadey79,44.0,3198.1714285714284,25.92929825504533
GeleStift,32.0,3051.4074074074074,26.07018334427539
do_ob--,6.0,4494.25,25.071591844721983
jessicalinde,25.0,3689.35,25.54707942520114
ellwoods,4.0,3148.0,25.93674440097473
whitemartini,6.0,4917.8,24.752960769435226
J0SEK,23.0,2883.0,25.97656047395
polvostelar,8.0,4454.0,25.440716854738703
DHRIP,16.0,3429.8,26.172349433253096
thewiktor2,2.0,5646.0,24.29612098559386
regn-og-vind,10.0,4991.555555555556,24.946871580052726
jcruiz-co,12.0,2024.6666666666667,26.3223812536601
Kyosuke75,12.0,5127.0,24.82862012295448
StormJay,43.0,2954.0,26.257250712901712
swarthydog,2.0,2353.5,25.677843895872268
dobrziy,4.0,1998.3333333333333,26.699971292330773
Nissafin,9.0,3249.1428571428573,26.135366237784815
HagarEinherjer,4.0,5007.0,25.106120721872525
o-hara,3.0,4934.333333333333,24.993159459855942
lNoNamel,43.0,2742.633333333333,26.293200438848
Jman98000,12.0,3525.125,25.623351089901107
D03D33R,25.0,3622.2727272727275,25.710715694867613
unexpectx,4.0,5461.666666666667,24.71427764185455
Venom190495,2.0,408.0,28.388392857142858
bvmin,2.0,3670.0,25.47447879397015
nichtschwimmer,4.0,4813.666666666667,24.90856771980478
selftomyself,6.0,2304.75,26.309873941172125
amecorah,3.0,2197.3333333333335,26.046728171443778
krunkafrunka,45.0,3088.7428571428572,26.157849996754454
mihhkel,48.0,3495.7105263157896,25.750403915800927
yavuzkbr,25.0,3575.95,25.65415780821297
mone_tpatpc,18.0,3495.6,25.69707941381273
Berek0,5.0,4148.0,25.214768154248155
ROliCK,49.0,3022.4146341463415,25.974083140606712
rupor,47.0,3177.8571428571427,26.131298197825103
crazy_smile_,18.0,3800.076923076923,25.606750470431095
rodo1532,2.0,7936.0,23.191229078302253
luiine,2.0,5634.0,24.41597528075789
jayy,17.0,3948.0714285714284,25.617484567405597
Korado3D,5.0,5839.5,24.390474320840653
hllsngn,20.0,3055.1176470588234,26.135343960914252
neves,1.0,6040.0,24.218573446327685
pjesnik21,4.0,3092.3333333333335,25.960601464507715
ninphredil,3.0,3642.5,26.103143495088666
Eldim91,3.0,1929.5,26.28560011883541
Zdix,5.0,3577.4,26.112099736364485
olgavonl,46.0,3158.28125,26.095780828811066
strictly_ngz,2.0,6232.5,24.03985198926093
brendaaa88,2.0,5340.0,24.65816112222339
ghedi2000,5.0,1440.5,27.551163537659566
andy_ryu,1.0,457.0,27.79423868312757
aglaupe92,11.0,3834.3,25.615995214817275
Infamis666,25.0,2605.0,26.279599835898868
MrMirrow,2.0,2149.0,26.32054560954817
Rosseus,14.0,4099.181818181818,25.53573225108329
epic00,1.0,3146.0,26.009312320916905
dr-nick-riviera,2.0,5908.0,24.376464499353386
nefeloumpa,22.0,3107.529411764706,26.00707175080558
georgieMT82,4.0,3921.75,25.39376225038632
Kane-f,4.0,2652.25,26.530575479804703
jankes1212,48.0,3020.4411764705883,25.9689986542406
themostoriginal,5.0,1831.2,26.42667298702896
squestur,7.0,3775.5,25.33341497044143
Gaezo,7.0,4491.666666666667,25.34287644353167
BrotherInArms,3.0,1437.3333333333333,26.89184290950803
Kuzapura,45.0,2992.108108108108,26.073844259211157
shotgunsafayat,1.0,2224.0,26.839617631439193
nguyhen4wd,5.0,4935.0,25.089591567852437
All_Faith,4.0,2270.3333333333335,26.154718832410328
econsurbe,2.0,5239.0,25.12723277666819
exeyer,4.0,4284.0,25.191971453583818
nmdmatt,31.0,3125.3636363636365,26.03852297404345
asdfadag,6.0,3997.5,25.40421698956384
mushyz,1.0,8440.0,22.839627329192545
NoyamanoRingo,1.0,288.0,26.729323308270676
irish_punk,7.0,4002.1666666666665,25.533415486281015
Mdlkxzmcp,38.0,2885.125,26.144664508918886
sabatruth,9.0,5367.5,24.683550992276302
rick-fm,10.0,3737.625,25.899177377462514
eskimonika,1.0,4037.0,25.60911074740862
ZeppelinBlues,9.0,2955.625,25.98452597229074
kharitoNS,2.0,985.0,27.66386554621849
saintediablo,1.0,5056.0,24.85747863247863
apocalypsebox,40.0,3524.9117647058824,25.87593481366339
mTobin93,2.0,7081.5,23.693885629620738
lolakuchiki,1.0,1559.0,26.879421221864952
hellogoodfro,2.0,737.0,26.305785123966942
Erensar,7.0,4124.0,25.525012647013217
PinkLowie,5.0,5065.0,25.346659247675245
boczi,1.0,1396.0,26.823260073260073
IMtizza,1.0,11031.0,21.538475993610824
lewwow,2.0,3334.0,26.147386172006744
ThePhantomSteve,1.0,6881.0,23.663337430854334
shmoo75,4.0,5275.666666666667,24.804271445769675
noize_,21.0,2612.315789473684,26.300523943313387
htov,2.0,6078.0,24.706812313095543
ItalianCasual,1.0,11031.0,21.538475993610824
tinny,2.0,2706.0,26.331066723331915
fearofliving,25.0,3358.9545454545455,25.979298329473185
FloodLA_24,21.0,1856.375,26.62398660510958
hotfidelite,6.0,4562.666666666667,25.21462722914411
JasB1604,5.0,2965.3333333333335,26.122563383285808
NamelessDoubler,17.0,3554.153846153846,25.88895334309141
wasbeer1976,2.0,1973.5,25.813651860188003
coregaming,3.0,2740.3333333333335,25.947225600438866
RosesInMyEyes,1.0,1942.0,26.529739776951672
Ars_Champ,14.0,3173.7272727272725,25.875375321171077
swede_,2.0,1616.0,27.310238645111625
tylerpacifier,4.0,3159.6666666666665,26.047838892788576
Gusriyonaldi,5.0,5531.5,24.53836530742562
sashko59,2.0,3032.0,25.913007442094308
phoeniX409,3.0,1160.0,27.711518454876853
Emelanson,20.0,3224.0625,25.92788328184388
ssatish88,1.0,3233.0,25.7768479776848
Torshavn,28.0,4380.476190476191,25.25023948756811
kablys-nugaroj,7.0,3796.3333333333335,25.334187431936257
PotatooX,2.0,2196.0,26.62105827686057
jarasulc15,2.0,1928.0,26.592476489028215
cdolek,22.0,3844.470588235294,25.633860196217558
NoSUMMR4U,49.0,3288.2105263157896,26.02458006458231
Nerten,13.0,4782.0,25.178052963435206
kirk95,4.0,6929.5,23.76539961296703
victormeireles,2.0,1902.0,26.67820891079217
cledianork,16.0,2915.214285714286,26.084611022711016
Eleiny,6.0,3556.0,25.632407782074882
black_witch,1.0,2853.0,25.77951180472189
flow__,5.0,4294.0,25.334819741622
imaginethemagic,2.0,5990.5,24.383649892465375
hvk,11.0,3524.7,25.68842614750749
harutocenter,1.0,3277.0,25.5260989010989
OmegaTLE,6.0,5691.5,24.49956467930757
dnisbet,1.0,1417.0,27.360641139804095
taraskovbasiuk,10.0,3552.5555555555557,25.58239559359291
myfirstfish,17.0,3637.6,25.77151094181572
Clauderoubillie,12.0,5043.375,25.101626135080195
mortonjazz,31.0,3313.4583333333335,25.8852135302765
Oceandream,4.0,6430.75,23.926196333778623
PabloDiego15,20.0,2454.4375,26.596182684659762
LaCelobiasa,9.0,4651.222222222223,25.233584106575318
JaccoJ,1.0,4520.0,24.986724595703595
Karolina_Fabi,1.0,11031.0,21.538475993610824
KudelGladiator,30.0,3393.28,25.759390589980416
lynneluvah,21.0,4128.263157894737,25.328118676922458
Combaine,30.0,2487.65,26.6059069440576
Andreymix1,1.0,2634.0,26.43100436681223
resuna,3.0,4271.333333333333,25.587004506597918
Kaiser_Reinhard,24.0,3405.1052631578946,25.709199467412617
Light-Lynx,1.0,392.0,28.25242718446602
giggleminx,3.0,1668.6666666666667,26.477357179446386
Rafael_Pirulito,3.0,3801.3333333333335,25.764277494011093
lembrd,9.0,6395.857142857143,24.092742445862644
thefolksong,3.0,2993.0,26.42250661147522
othal,33.0,3293.0,25.865177097671573
Spacemonkey1,1.0,2819.0,26.353989469420817
posterchild123,2.0,1657.5,27.42793568343644
turbosloth9,32.0,3244.3333333333335,25.84318567367784
TomSkinnerUK,6.0,3939.0,25.644400450082525
Korkzieher,15.0,4950.375,24.87153977887385
asx100000000,35.0,3360.6296296296296,25.886066112973815
Hanzan42,2.0,2025.0,26.273854446593866
malaa_92,44.0,3090.323529411765,26.06277630345438
aruperu,49.0,2647.9189189189187,26.235769040056486
sebdesign,5.0,2254.5,26.88190672987453
rairulyle,8.0,4188.142857142857,25.544059187985763
egnurg,12.0,3221.875,25.881059387890456
Lynnster,10.0,2290.5555555555557,26.94764683181859
kortnyi,5.0,1592.3333333333333,27.031551124724178
Max1mvs,39.0,3536.7391304347825,25.776619141723387
olivianigma,8.0,4954.857142857143,24.90059773131847
acidphtalic,2.0,8146.5,23.127446952029292
weera_,2.0,11031.0,21.538475993610824
MaxScheffel,34.0,3251.0,26.00077856801002
irishtim,45.0,2973.5897435897436,26.104626304015422
PatrickGombert,3.0,2392.0,26.4247311827957
icyivy,1.0,475.0,28.22463768115942
BJTU,8.0,3374.5714285714284,25.86718546831209
insanecow0,3.0,5284.666666666667,24.752341808543388
G_Domo,1.0,9433.0,22.397634313508732
Cantavanda,5.0,2767.25,26.12525005812847
tikondrus,6.0,4443.0,25.28688830818463
giantroot,2.0,7930.0,23.265964035376655
heroin666,23.0,3611.7368421052633,25.785288520030587
zeeeend,5.0,4739.75,25.101532590054177
Skullsire,42.0,2991.1176470588234,26.244008787705475
Arsylwi,11.0,3534.0,25.907155279012628
lodis399,3.0,4013.5,25.335757500473896
DougHelterS,1.0,3144.0,25.97879223580158
fuckoffake,17.0,2644.230769230769,26.438688421157693
georgesbr,3.0,3673.0,25.934868118512682
RybeC,27.0,3616.9565217391305,25.699922978581093
toPa2a,26.0,3395.3333333333335,25.99465201285322
creepfromhell,13.0,4543.5,25.10836154982747
rjvanamstel,1.0,4063.0,25.422858686841394
megamanacses,4.0,2853.5,26.281661323247896
muddylipschultz,26.0,3749.4761904761904,25.616507617897202
Valnheim,8.0,3085.0,26.095730075149646
ConradoVent,7.0,3195.1666666666665,26.178545601909494
baggerlicious,3.0,3842.0,25.461859087499448
igor_zyraxes,3.0,3085.0,26.088986843506532
SkyWinder,38.0,3108.785714285714,25.974960838644503
najkie,7.0,4548.5,25.02274293663942
alozam74,16.0,3081.5714285714284,26.009618753435777
hout,38.0,3322.862068965517,26.025828676595868
xErasedCitizenx,1.0,1032.0,26.86985391766268
olegykz,1.0,2853.0,25.77951180472189
hypersphere,35.0,2688.344827586207,26.53109451077768
Vanix2000,8.0,2628.875,26.195459887233177
vanhedde,1.0,5616.0,24.578053435114505
SynodMusic,3.0,5648.666666666667,24.373995842170444
RRox,43.0,3484.0,25.758201784830433
LuizM0RGAN,2.0,2088.0,26.968662391942438
DavidMalborn,24.0,1875.5,26.400639648844503
ronslunchbox,2.0,8535.5,22.878524719969256
SkyInYourEyes,7.0,3469.3333333333335,26.24585533167024
Kudalcev,15.0,3141.6923076923076,26.289482978738423
johnsadler5,10.0,4729.0,25.219219280522566
Elmorino,5.0,2795.6,25.958689597818626
beatitudinis,13.0,3942.5,25.522045819561157
Kennigon,26.0,3180.5,25.86824839986608
human_hater,7.0,6352.8,24.035869218377513
shanteequa,8.0,3084.5,25.84716304517096
TOLIKDRUMMER,49.0,3344.4146341463415,25.91689311512268
Iveldie,21.0,2960.4210526315787,25.929647175156116
ToBeYoung,3.0,3819.0,25.59959262050381
gribouille,11.0,3851.222222222222,25.456041873926473
MaidenTek,31.0,3881.16,25.666671302062895
mushy_cavendish,35.0,2819.8,26.38904212510334
vdm666,6.0,4522.166666666667,25.054932491559384
daparafuseta,1.0,433.0,27.99134199134199
TAIRIXX,10.0,4977.333333333333,24.85538125410041
so_ad,2.0,1165.5,26.599987967095476
SankaReaOnAcid,5.0,4878.6,24.808571612814582
najara,41.0,3245.0,25.963807029485228
siutin,45.0,2921.9210526315787,26.175934534311438
tanqist,2.0,4943.0,24.978607981922707
cbecrad,30.0,3769.12,25.5224301766702
kt2k,5.0,965.6,27.622172146062496
Draven-,17.0,3060.8333333333335,26.38426559889902
TeagHobbes824,2.0,8323.5,23.058264714362664
Smileabrantes,43.0,3336.1666666666665,25.89644151231675
gd-s,18.0,2991.9285714285716,25.8951948419958
jarofvipers,1.0,2033.0,26.797169811320753
mdharris27,2.0,836.0,28.717770034843205
DIZEN-X,8.0,5193.428571428572,24.803439821089093
Mannaia_kasha,6.0,4041.1666666666665,25.20775807443755
celticscorpio,3.0,5332.0,24.744215372000266
ilovemilktea,5.0,2472.0,26.454605899056872
Brandschatzen,24.0,3258.45,26.21070910774979
Sahagin2,5.0,4229.0,25.49514912941084
mrhandiscool,6.0,4999.333333333333,24.913679745098406
rajisk,7.0,4015.5,25.693316884756808
xJORSHx,23.0,3739.4117647058824,25.630531601391393
BengelUnited,41.0,3153.65625,26.088931519111505
Motorbreathh,11.0,3770.285714285714,25.503365877101196
NuttyPunx,18.0,3607.5,25.756788438656383
krilya,11.0,5102.0,24.991229476025993
goawaynixty,7.0,4946.5,24.877989464134956
fredmorg,43.0,3100.3571428571427,26.007184497228558
ershtor,13.0,3878.076923076923,25.59880302243702
risabeth,13.0,3329.181818181818,25.91271623795568
Charliepedreira,2.0,3729.0,25.58250497842682
Sea_lion,11.0,4219.5,25.378556221936215
Wesker86IZ,35.0,3880.785714285714,25.495466532882755
Freezy,12.0,3706.4444444444443,25.930106897840112
RommeLll95,5.0,2162.0,26.457480617847
Tracidpago,1.0,1784.0,27.512593601089176
Paranoide,25.0,3624.0,25.593704898927797
WTFTOMLOL,1.0,1180.0,27.728395061728396
Nataku-kun,3.0,7823.666666666667,23.259107167090132
unc219,1.0,6040.0,24.218573446327685
Lantrel,8.0,4281.333333333333,25.36391932778596
bajsokliuz,15.0,2985.6153846153848,26.025256901883502
palbertus,43.0,3216.75,26.01740342156554
Danguilherme,5.0,3223.0,25.991616719377
kayaecem,11.0,2810.5,26.179394380430118
sdrycroft,40.0,3334.2,25.83596849624191
spencerriner,3.0,6257.666666666667,24.165121980140086
lefthandluke,1.0,11031.0,21.538475993610824
stencilv,9.0,2603.8333333333335,26.500369816456402
xaah,2.0,2719.5,26.054156744103313
GabrielJMJ,1.0,8991.0,22.719120725750173
DannyDeathclaw1,6.0,2975.0,26.524274932462895
themikeman,29.0,3072.0434782608695,26.11050135736813
premek_zak,9.0,4162.222222222223,25.399367500839382
kuldseks,9.0,1980.125,26.497926196526084
sexxxanimals,3.0,3987.0,25.857972342343537
wrzask06,41.0,3022.7714285714287,26.091478159829435
SickSinner666,1.0,5056.0,24.85747863247863
MKamaitachi,6.0,5307.0,24.713050690405687
munch-chicken,21.0,4041.8,25.484442342354143
Cemor,1.0,544.0,28.914285714285715
atoranga,6.0,3194.4,26.14603439503346
terveetles,1.0,533.0,26.529595015576323
petrarch617,2.0,8991.0,22.719120725750173
Brit-4-Ever,1.0,9433.0,22.397634313508732
grim_oak,41.0,3495.3,25.83537867649208
melancholy3003,4.0,4866.5,24.707976036424753
brennahysteria,1.0,9433.0,22.397634313508732
nuhyahya,12.0,4145.333333333333,25.34724359595927
kassbass,7.0,2656.1428571428573,26.101779153161488
Josueatthebb,7.0,3785.5714285714284,25.56175232070507
psychedelist,31.0,3510.0,25.810094141515524
Deuce06,7.0,3620.285714285714,25.71717687989185
milkycream,10.0,2982.5714285714284,25.99462339074292
arb2766,8.0,4633.625,25.047300324566685
whatsemy,1.0,11031.0,21.538475993610824
radiones,2.0,1490.5,27.437294671256154
Sgarre1,19.0,3067.5,26.11168248217254
leny,11.0,2861.75,25.96355290881383
xRJAVx,24.0,3731.8947368421054,25.670501575242735
Wrathem,40.0,3712.909090909091,25.683338102782137
jMaX9,3.0,1053.0,27.525856662716098
vreissinger,6.0,2972.0,26.261012624715182
Owl999,9.0,2847.8571428571427,26.326324633747166
chemical_12,10.0,2830.4285714285716,26.21956873381178
amisporkkana,1.0,5056.0,24.85747863247863
Bloedarend,3.0,4021.3333333333335,25.54568284578328
V-l-a-d-i,32.0,3360.4,25.7932666599675
inPajamaz,1.0,288.0,26.702479338842974
hello_imac3,13.0,3889.4545454545455,25.21697447292622
mmorpgsarenice,46.0,2605.358974358974,26.217039478400174
ArcadeFire3006,8.0,5347.0,24.869510398912855
dora_182,3.0,2102.5,26.896046522682976
BiIIyShears,3.0,2745.6666666666665,25.90891498066644
IsabellaNoelle,1.0,3530.0,25.758522727272727
me_who_in,9.0,3235.1111111111113,26.301377641759093
OneWhiteDuck,19.0,3645.470588235294,25.74109888167842
Ra1ny_sky,2.0,1989.5,26.525423455656014
