Code,rep_health,satisfaction,sex,age,edu,gini,ln_abs_inc,ln_rel_inc,ln_gdp_cap,unemp_rate,edu_exp,health_exp,emissions,growth,unemp,retired,married,kids,age2,pos_dummy,neg_dummy
CYP,1.0,10.0,2.0,27.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,729.0,1,0
CYP,2.0,8.0,1.0,76.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,5776.0,1,0
CYP,2.0,8.0,1.0,24.0,8.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,576.0,1,0
CYP,3.0,7.0,1.0,45.0,5.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2025.0,1,0
CYP,4.0,1.0,1.0,46.0,2.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2116.0,1,0
CYP,3.0,7.0,2.0,18.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,324.0,1,0
CYP,3.0,1.0,1.0,20.0,6.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,0.0,0.0,400.0,1,0
CYP,2.0,1.0,1.0,28.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,784.0,1,0
CYP,2.0,6.0,1.0,53.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,1.0,1.0,2809.0,1,0
CYP,2.0,4.0,1.0,27.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,729.0,1,0
CYP,3.0,4.0,1.0,62.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3844.0,1,0
CYP,4.0,1.0,2.0,32.0,4.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,1024.0,1,0
CYP,2.0,5.0,1.0,59.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,3481.0,1,0
CYP,4.0,5.0,2.0,57.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3249.0,1,0
CYP,2.0,7.0,1.0,53.0,5.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,1.0,2809.0,1,0
CYP,2.0,5.0,1.0,52.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,2704.0,1,0
CYP,3.0,6.0,1.0,71.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,5041.0,1,0
CYP,2.0,4.0,1.0,59.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3481.0,1,0
CYP,1.0,6.0,1.0,30.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,900.0,1,0
CYP,2.0,8.0,2.0,22.0,5.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,484.0,1,0
CYP,4.0,4.0,2.0,48.0,2.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,1.0,2304.0,1,0
CYP,2.0,5.0,1.0,46.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,2116.0,1,0
CYP,1.0,5.0,1.0,53.0,6.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,0.0,0.0,2809.0,1,0
CYP,3.0,6.0,1.0,34.0,6.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,1156.0,1,0
CYP,1.0,10.0,1.0,63.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,3969.0,1,0
CYP,1.0,8.0,1.0,41.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1681.0,1,0
CYP,1.0,10.0,1.0,36.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1296.0,1,0
CYP,1.0,10.0,1.0,30.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,900.0,1,0
CYP,1.0,7.0,1.0,31.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,961.0,1,0
CYP,2.0,8.0,1.0,41.0,8.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1681.0,1,0
CYP,2.0,10.0,1.0,26.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,676.0,1,0
CYP,3.0,4.0,1.0,52.0,2.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2704.0,1,0
CYP,1.0,10.0,1.0,47.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2209.0,1,0
CYP,4.0,10.0,1.0,56.0,3.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,3136.0,1,0
CYP,2.0,6.0,2.0,41.0,6.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1681.0,1,0
CYP,4.0,3.0,2.0,48.0,3.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,1.0,10.0,1.0,54.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,2916.0,1,0
CYP,2.0,7.0,1.0,48.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,1.0,8.0,1.0,32.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,1024.0,1,0
CYP,4.0,6.0,1.0,26.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,676.0,1,0
CYP,3.0,4.0,2.0,48.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,2304.0,1,0
CYP,2.0,7.0,1.0,27.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,729.0,1,0
CYP,2.0,9.0,1.0,47.0,7.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2209.0,1,0
CYP,2.0,4.0,1.0,32.0,4.0,31.1,9.022135639809822,-0.6406569979385486,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,0.0,0.0,1024.0,1,0
CYP,2.0,8.0,1.0,56.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3136.0,1,0
CYP,2.0,8.0,1.0,30.0,5.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,900.0,1,0
CYP,2.0,8.0,2.0,21.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,441.0,1,0
CYP,2.0,7.0,1.0,32.0,8.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,1024.0,1,0
CYP,1.0,9.0,2.0,61.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3721.0,1,0
CYP,2.0,6.0,1.0,31.0,6.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,961.0,1,0
CYP,2.0,10.0,2.0,21.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,441.0,1,0
CYP,2.0,7.0,2.0,51.0,2.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,1.0,2601.0,1,0
CYP,2.0,6.0,1.0,44.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,1936.0,1,0
CYP,3.0,4.0,1.0,30.0,7.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,900.0,1,0
CYP,3.0,5.0,1.0,27.0,7.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,729.0,1,0
CYP,1.0,7.0,1.0,27.0,8.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,729.0,1,0
CYP,1.0,10.0,2.0,49.0,2.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2401.0,1,0
CYP,1.0,9.0,2.0,27.0,7.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,729.0,1,0
CYP,2.0,8.0,1.0,33.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,1089.0,1,0
CYP,3.0,8.0,2.0,51.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2601.0,1,0
CYP,2.0,9.0,2.0,49.0,2.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2401.0,1,0
CYP,1.0,9.0,1.0,34.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1156.0,1,0
CYP,2.0,10.0,2.0,80.0,2.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,1.0,6400.0,1,0
CYP,2.0,9.0,2.0,18.0,5.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,1.0,0.0,324.0,1,0
CYP,1.0,6.0,1.0,52.0,2.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2704.0,1,0
CYP,1.0,10.0,2.0,21.0,8.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,441.0,1,0
CYP,2.0,9.0,2.0,29.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,841.0,1,0
CYP,2.0,7.0,2.0,22.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,0.0,0.0,484.0,1,0
CYP,2.0,2.0,2.0,40.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,1600.0,1,0
CYP,2.0,8.0,1.0,48.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,3.0,9.0,1.0,28.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,784.0,1,0
CYP,3.0,10.0,1.0,32.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,1024.0,1,0
CYP,2.0,9.0,2.0,24.0,5.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,576.0,1,0
CYP,1.0,8.0,1.0,30.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,900.0,1,0
CYP,1.0,10.0,1.0,27.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,729.0,1,0
CYP,1.0,8.0,2.0,22.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,1.0,0.0,0.0,0.0,484.0,1,0
CYP,1.0,7.0,2.0,22.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,484.0,1,0
CYP,2.0,10.0,1.0,48.0,1.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,2.0,8.0,2.0,22.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,484.0,1,0
CYP,2.0,9.0,2.0,60.0,1.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3600.0,1,0
CYP,1.0,10.0,2.0,24.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,0.0,0.0,576.0,1,0
CYP,1.0,7.0,2.0,42.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1764.0,1,0
CYP,1.0,8.0,1.0,48.0,6.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,2.0,8.0,2.0,48.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2304.0,1,0
CYP,2.0,7.0,1.0,53.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2809.0,1,0
CYP,3.0,7.0,1.0,50.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2500.0,1,0
CYP,2.0,8.0,1.0,44.0,8.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,1936.0,1,0
CYP,2.0,8.0,2.0,55.0,6.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3025.0,1,0
CYP,2.0,8.0,1.0,61.0,2.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,3721.0,1,0
CYP,2.0,7.0,2.0,58.0,4.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,3364.0,1,0
CYP,2.0,8.0,2.0,43.0,2.0,31.1,9.92007723301578,0.25728459526741004,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1849.0,1,0
CYP,2.0,8.0,1.0,66.0,3.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,1.0,1.0,1.0,4356.0,1,0
CYP,2.0,5.0,1.0,46.0,3.0,31.1,9.66279263774837,0.0,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,2116.0,1,0
CYP,1.0,8.0,2.0,23.0,7.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,0.0,529.0,1,0
CYP,4.0,5.0,2.0,40.0,6.0,31.1,9.396829089251233,-0.2659635484971379,10.451580767296035,4.54290008544922,6.3302698135376,2.34010673,8761.86464,0.11889601905011542,0.0,0.0,1.0,1.0,1600.0,1,0
